Area Code,Area,Months,Element,Unit,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
74,Gabon,Mar–Apr–May,Temperature change,°C,0.999,0.438,0.331,0.668,0.529,0.899,0.999,1.572,0.457,1.377
74,Gabon,Jun–Jul–Aug,Temperature change,°C,1.042,0.827,0.875,0.746,1.021,1.045,1.816,1.422,1.418,2.208
74,Gabon,Sep–Oct–Nov,Temperature change,°C,0.771,0.448,0.637,0.625,0.653,0.951,1.252,1.073,0.938,1.5
74,Gabon,Meteorological year,Temperature change,°C,0.925,0.52,0.462,0.721,0.761,0.905,1.396,1.26,0.926,1.586
75,Gambia,January,Temperature change,°C,1.606,1.494,1.199,0.696,1.315,1.401,3.239,2.14,1.567,1.67
75,Gambia,February,Temperature change,°C,2.256,0.647,0.733,1.646,0.688,1.63,1.5,1.812,0.081,1.614
75,Gambia,March,Temperature change,°C,2.322,1.029,1.436,1.79,0.745,1.055,2.126,1.998,2.336,1.171
75,Gambia,April,Temperature change,°C,1.969,1.456,1.342,0.579,1.909,0.891,1.854,2.702,1.461,1.705
75,Gambia,May,Temperature change,°C,2.046,0.491,1.083,1.451,0.897,1.499,1.267,1.452,0.06,0.515
75,Gambia,June,Temperature change,°C,1.635,1.001,1.444,1.473,2.111,2.047,1.688,1.956,1.341,1.733
75,Gambia,July,Temperature change,°C,1.044,1.564,0.901,1.462,2.516,1.777,1.215,1.5,1.463,1.919
75,Gambia,August,Temperature change,°C,0.964,1.043,0.805,0.794,1.075,1.578,2.012,1.343,1.517,1.775
75,Gambia,September,Temperature change,°C,0.728,1.227,0.644,1.302,1.19,1.452,1.673,2.227,1.137,1.532
75,Gambia,October,Temperature change,°C,1.211,1.473,1.339,1.306,2.097,1.679,2.498,2.626,1.791,1.67
75,Gambia,November,Temperature change,°C,1.287,1.469,2.206,1.215,1.516,1.459,2.551,2.191,1.764,2.264
75,Gambia,December,Temperature change,°C,2.433,0.607,1.326,1.651,1.729,1.708,2.708,1.434,2.305,2.119
75,Gambia,Dec–Jan–Feb,Temperature change,°C,1.755,1.525,0.846,1.223,1.218,1.587,2.149,2.22,1.027,1.863
75,Gambia,Mar–Apr–May,Temperature change,°C,2.112,0.992,1.287,1.273,1.184,1.148,1.749,2.051,1.286,1.13
75,Gambia,Jun–Jul–Aug,Temperature change,°C,1.214,1.203,1.05,1.243,1.901,1.801,1.638,1.6,1.44,1.809
75,Gambia,Sep–Oct–Nov,Temperature change,°C,1.075,1.39,1.396,1.274,1.601,1.53,2.241,2.348,1.564,1.822
75,Gambia,Meteorological year,Temperature change,°C,1.539,1.277,1.145,1.253,1.476,1.516,1.944,2.055,1.329,1.656
79,Germany,January,Temperature change,°C,-2.754,1.766,2.779,0.964,3.145,2.952,1.826,-0.985,4.451,1.344
79,Germany,February,Temperature change,°C,-0.475,1.086,-2.544,-0.721,4.374,0.967,3.357,3.026,-1.688,4.384
79,Germany,March,Temperature change,°C,0.941,1.81,3.751,-2.823,3.944,2.074,0.949,4.041,-0.788,3.353
79,Germany,April,Temperature change,°C,1.439,4.304,0.925,0.94,3.608,1.231,0.906,0.343,4.953,2.415
79,Germany,May,Temperature change,°C,-1.06,2.084,2.377,0.172,0.773,0.589,1.937,2.405,4.259,-0.755
79,Germany,June,Temperature change,°C,0.981,1.418,0.448,0.421,0.973,0.613,1.929,2.605,2.593,4.429
79,Germany,July,Temperature change,°C,3.506,-0.38,0.914,2.747,2.754,2.768,2.01,1.55,3.55,2.339
79,Germany,August,Temperature change,°C,0.556,1.608,2.188,1.703,-0.141,3.562,1.506,1.688,3.556,2.926
79,Germany,September,Temperature change,°C,-0.783,2.075,0.474,0.121,1.77,-0.105,3.741,-0.289,2.048,0.866
79,Germany,October,Temperature change,°C,-0.5,0.847,0.204,1.922,3.198,-0.198,-0.267,2.461,2.262,2.174
79,Germany,November,Temperature change,°C,0.797,1.068,1.427,0.771,2.826,3.653,0.089,1.161,1.591,1.407
79,Germany,December,Temperature change,°C,-4.266,3.217,0.737,2.969,1.949,5.839,1.8,1.928,3.095,3.207
79,Germany,Dec–Jan–Feb,Temperature change,°C,-1.192,-0.471,1.151,0.327,3.496,1.956,3.674,1.28,1.564,2.941
79,Germany,Mar–Apr–May,Temperature change,°C,0.44,2.733,2.351,-0.57,2.775,1.298,1.264,2.263,2.808,1.671
79,Germany,Jun–Jul–Aug,Temperature change,°C,1.681,0.882,1.183,1.624,1.195,2.314,1.815,1.948,3.233,3.231
79,Germany,Sep–Oct–Nov,Temperature change,°C,-0.162,1.33,0.702,0.938,2.598,1.117,1.188,1.111,1.967,1.482
79,Germany,Meteorological year,Temperature change,°C,0.192,1.119,1.347,0.58,2.516,1.671,1.985,1.65,2.393,2.331
81,Ghana,January,Temperature change,°C,1.455,0.464,0.37,0.999,1.304,0.088,1.401,1.292,0.926,1.627
81,Ghana,February,Temperature change,°C,1.877,0.484,0.578,1.233,0.731,1.056,1.454,1.612,1.336,1.451
81,Ghana,March,Temperature change,°C,1.545,0.943,1.072,1.088,0.794,0.963,1.421,1.403,0.984,1.214
81,Ghana,April,Temperature change,°C,1.66,1.045,0.352,0.63,0.689,1.25,1.723,1.23,1.045,1.735
81,Ghana,May,Temperature change,°C,1.367,1.001,0.128,0.542,0.747,1.535,1.171,1.403,0.564,0.982
81,Ghana,June,Temperature change,°C,1.191,1.073,0.57,0.903,1.065,1.531,1.347,1.246,0.946,0.979
81,Ghana,July,Temperature change,°C,0.934,0.889,0.503,0.814,1.2,1.377,1.352,1.215,1.101,1.181
81,Ghana,August,Temperature change,°C,1.077,0.772,0.397,0.515,0.918,1.236,1.087,0.922,1.299,1.337
81,Ghana,September,Temperature change,°C,0.822,0.888,0.865,0.812,0.512,1.038,1.299,1.11,1.09,1.128
81,Ghana,October,Temperature change,°C,0.879,0.868,0.76,0.81,1.146,1.322,1.493,1.457,1.057,0.566
81,Ghana,November,Temperature change,°C,0.826,0.944,0.952,0.977,0.734,1.179,0.922,1.226,1.569,1.63
81,Ghana,December,Temperature change,°C,0.907,0.455,0.607,0.507,1.047,0.589,1.954,1.299,1.42,1.51
81,Ghana,Dec–Jan–Feb,Temperature change,°C,1.584,0.618,0.468,0.946,0.847,0.73,1.148,1.619,1.187,1.499
81,Ghana,Mar–Apr–May,Temperature change,°C,1.524,0.996,0.517,0.753,0.743,1.249,1.438,1.345,0.864,1.31
81,Ghana,Jun–Jul–Aug,Temperature change,°C,1.067,0.911,0.49,0.744,1.061,1.381,1.262,1.128,1.115,1.166
81,Ghana,Sep–Oct–Nov,Temperature change,°C,0.842,0.9,0.859,0.866,0.797,1.18,1.238,1.264,1.239,1.108
81,Ghana,Meteorological year,Temperature change,°C,1.254,0.856,0.584,0.827,0.862,1.135,1.272,1.339,1.101,1.271
82,Gibraltar,January,Temperature change,°C,0.874,1.127,0.399,1.096,1.529,0.048,2.661,-0.155,0.573,0.26
82,Gibraltar,February,Temperature change,°C,1.488,0.64,-1.872,-0.686,0.623,-0.59,1.333,1.998,-0.748,0.998
82,Gibraltar,March,Temperature change,°C,0.957,0.688,1.01,0.773,1.001,1.063,-0.047,1.56,0.379,1.848
82,Gibraltar,April,Temperature change,°C,2.329,2.957,0.185,1.292,2.895,2.156,1.359,2.702,0.788,0.611
82,Gibraltar,May,Temperature change,°C,0.82,2.441,2.427,0.041,2.024,3.227,0.838,2.538,0.127,2.523
82,Gibraltar,June,Temperature change,°C,1.111,2.418,2.966,0.626,1.532,2.244,2.286,4.169,0.872,0.914
82,Gibraltar,July,Temperature change,°C,2.391,1.183,1.205,1.079,0.512,3.527,2.671,1.769,0.131,0.97
82,Gibraltar,August,Temperature change,°C,2.988,1.734,2.134,1.956,1.216,1.89,2.495,2.202,2.306,1.524
82,Gibraltar,September,Temperature change,°C,1.567,1.492,1.054,1.559,1.293,0.403,2.004,1.523,2.606,1.238
82,Gibraltar,October,Temperature change,°C,0.279,2.568,0.791,2.465,3.028,1.715,2.306,3.477,0.895,1.444
82,Gibraltar,November,Temperature change,°C,-0.04,1.11,1.152,0.181,1.964,2.1,0.696,1.387,0.4,0.579
82,Gibraltar,December,Temperature change,°C,1.723,0.513,1.023,0.993,0.011,3.152,1.961,0.376,1.688,4.415
82,Gibraltar,Dec–Jan–Feb,Temperature change,°C,1.401,1.163,-0.32,0.478,1.048,-0.177,2.382,1.268,0.067,0.982
82,Gibraltar,Mar–Apr–May,Temperature change,°C,1.369,2.029,1.207,0.702,1.973,2.149,0.717,2.267,0.431,1.661
82,Gibraltar,Jun–Jul–Aug,Temperature change,°C,2.163,1.778,2.102,1.22,1.087,2.554,2.484,2.713,1.103,1.136
82,Gibraltar,Sep–Oct–Nov,Temperature change,°C,0.602,1.723,0.999,1.402,2.095,1.406,1.669,2.129,1.3,1.087
82,Gibraltar,Meteorological year,Temperature change,°C,1.384,1.673,0.997,0.95,1.551,1.483,1.813,2.094,0.725,1.216
84,Greece,January,Temperature change,°C,1.232,0.669,-1.664,1.235,2.793,0.759,0.878,-2.136,1.416,-0.118
84,Greece,February,Temperature change,°C,1.728,0.269,-1.916,1.519,2.252,-0.013,4.015,1.369,1.753,0.725
84,Greece,March,Temperature change,°C,1.469,0.3,0.653,2.004,1.814,0.588,2.042,2.213,3.069,2.136
84,Greece,April,Temperature change,°C,1.564,-0.224,1.812,2.045,1.213,0.292,3.384,0.89,3.818,0.838
84,Greece,May,Temperature change,°C,1.424,-0.097,0.921,2.668,0.438,1.757,0.53,1.194,3.097,0.417
84,Greece,June,Temperature change,°C,0.9,0.734,2.492,1.047,0.828,-0.312,2.348,1.795,1.497,2.495
84,Greece,July,Temperature change,°C,1.565,1.744,3.316,1.131,0.77,1.627,1.984,1.971,1.652,1.353
84,Greece,August,Temperature change,°C,3.039,1.32,2.61,1.998,1.826,-0.27,1.664,1.968,1.77,2.282
84,Greece,September,Temperature change,°C,1.272,2.604,2.001,1.288,0.954,2.542,1.138,1.441,1.893,1.945
84,Greece,October,Temperature change,°C,0.11,-1.111,3.139,0.501,0.63,1.492,1.306,0.424,1.535,2.807
84,Greece,November,Temperature change,°C,3.066,-2.438,2.018,1.562,0.707,1.825,0.424,0.063,1.229,3.462
84,Greece,December,Temperature change,°C,1.563,0.204,-0.272,-0.834,1.276,0.102,-2.318,1.221,-0.447,1.485
84,Greece,Dec–Jan–Feb,Temperature change,°C,1.711,0.834,-1.125,0.827,1.404,0.674,1.665,-1.028,1.463,0.053
84,Greece,Mar–Apr–May,Temperature change,°C,1.486,-0.007,1.129,2.239,1.155,0.879,1.985,1.432,3.328,1.13
84,Greece,Jun–Jul–Aug,Temperature change,°C,1.835,1.266,2.806,1.392,1.141,0.348,1.999,1.911,1.64,2.043
84,Greece,Sep–Oct–Nov,Temperature change,°C,1.483,-0.315,2.386,1.117,0.764,1.953,0.956,0.643,1.552,2.738
84,Greece,Meteorological year,Temperature change,°C,1.629,0.445,1.299,1.394,1.116,0.964,1.651,0.74,1.996,1.491
85,Greenland,January,Temperature change,°C,3.062,4.196,1.725,3.754,3.244,1.543,3.349,0.491,0.588,0.167
85,Greenland,February,Temperature change,°C,4.568,3.643,1.317,1.196,2.602,-2.462,2.462,1.78,1.914,0.983
85,Greenland,March,Temperature change,°C,2.734,1.387,-0.505,4.567,1.722,-0.063,3.711,0.813,1.356,-0.013
85,Greenland,April,Temperature change,°C,3.056,-1.78,2.163,2.191,-0.123,-0.277,3.62,-0.49,0.756,3.144
85,Greenland,May,Temperature change,°C,3.499,0.365,0.833,-1.423,0.652,-1.741,1.462,0.52,-0.365,2.015
85,Greenland,June,Temperature change,°C,1.663,1.66,2.48,0.789,1.386,0.85,2.06,0.813,-0.291,2.362
85,Greenland,July,Temperature change,°C,1.256,1.234,2.501,0.149,1.176,1.231,2.171,1.029,-0.027,1.772
85,Greenland,August,Temperature change,°C,2.222,0.798,1.461,-0.193,1.265,0.793,2.091,0.904,0.635,1.444
85,Greenland,September,Temperature change,°C,2.745,0.871,2.253,1.179,1.023,0.963,1.582,1.452,0.319,2.304
85,Greenland,October,Temperature change,°C,2.82,0.147,2.766,0.768,0.685,1.165,2.235,3.031,0.559,3.181
85,Greenland,November,Temperature change,°C,3.206,1.022,1.679,0.339,1.476,-0.067,4.008,3.176,1.308,2.784
85,Greenland,December,Temperature change,°C,6.683,0.838,3.213,1.969,0.74,-0.281,1.425,4.447,2.867,2.769
85,Greenland,Dec–Jan–Feb,Temperature change,°C,4.433,4.841,1.293,2.721,2.605,-0.06,1.843,1.232,2.316,1.339
85,Greenland,Mar–Apr–May,Temperature change,°C,3.096,-0.009,0.83,1.778,0.75,-0.694,2.931,0.281,0.582,1.715
85,Greenland,Jun–Jul–Aug,Temperature change,°C,1.714,1.231,2.147,0.248,1.276,0.958,2.107,0.915,0.106,1.859
85,Greenland,Sep–Oct–Nov,Temperature change,°C,2.924,0.68,2.233,0.762,1.061,0.687,2.608,2.553,0.729,2.756
85,Greenland,Meteorological year,Temperature change,°C,3.042,1.686,1.626,1.377,1.423,0.223,2.372,1.245,0.933,1.917
86,Grenada,January,Temperature change,°C,1.18,1.057,0.984,1.128,0.838,1.045,0.801,0.606,1.123,0.406
86,Grenada,February,Temperature change,°C,1.412,1.02,0.575,1.399,1.065,1.055,1.191,0.784,0.369,0.858
86,Grenada,March,Temperature change,°C,2.342,-0.008,0.577,1.324,0.602,0.462,0.943,0.69,0.841,0.851
86,Grenada,April,Temperature change,°C,1.548,0.473,0.522,0.843,0.766,0.939,1.727,1.123,0.323,0.735
86,Grenada,May,Temperature change,°C,1.171,1.064,0.226,0.764,0.863,0.968,0.604,1.28,0.113,0.924
86,Grenada,June,Temperature change,°C,1.682,1.432,0.674,0.929,1.37,1.145,1.172,1.213,0.836,1.2
86,Grenada,July,Temperature change,°C,1.394,1.242,0.938,1.228,1.292,0.941,1.514,1.177,0.778,1.323
86,Grenada,August,Temperature change,°C,1.386,1.274,1.083,1.008,0.967,1.505,1.334,1.505,0.945,1.244
86,Grenada,September,Temperature change,°C,1.238,1.172,1.179,1.148,0.881,1.491,0.716,1.232,0.8,1.433
86,Grenada,October,Temperature change,°C,1.423,0.774,1.244,0.849,0.961,1.645,1.256,1.162,0.743,0.954
86,Grenada,November,Temperature change,°C,1.18,0.824,1.504,0.568,0.77,0.773,0.735,1.071,1.045,1.119
86,Grenada,December,Temperature change,°C,1.174,1.074,1.521,0.758,1.128,1.45,1.262,0.908,0.583,1.533
86,Grenada,Dec–Jan–Feb,Temperature change,°C,1.257,1.084,0.878,1.349,0.887,1.076,1.147,0.884,0.8,0.616
86,Grenada,Mar–Apr–May,Temperature change,°C,1.687,0.51,0.442,0.977,0.744,0.79,1.091,1.031,0.426,0.837
86,Grenada,Jun–Jul–Aug,Temperature change,°C,1.487,1.316,0.898,1.055,1.21,1.197,1.34,1.298,0.853,1.256
86,Grenada,Sep–Oct–Nov,Temperature change,°C,1.28,0.923,1.309,0.855,0.871,1.303,0.902,1.155,0.863,1.169
86,Grenada,Meteorological year,Temperature change,°C,1.428,0.958,0.882,1.059,0.928,1.091,1.12,1.092,0.735,0.969
87,Guadeloupe,January,Temperature change,°C,0.952,0.768,0.224,0.798,0.995,1.133,1,0.539,1.123,0.42
87,Guadeloupe,February,Temperature change,°C,1.425,0.532,0.482,0.587,0.737,1.202,1.277,0.817,0.247,0.804
87,Guadeloupe,March,Temperature change,°C,2.213,-0.195,0.426,0.594,0.379,0.58,0.867,0.722,0.666,0.793
87,Guadeloupe,April,Temperature change,°C,1.228,0.124,0.508,0.586,0.707,0.685,1.249,0.54,0.491,0.482
87,Guadeloupe,May,Temperature change,°C,1.401,0.492,0.259,0.578,0.199,0.883,1.066,0.702,0.121,0.596
87,Guadeloupe,June,Temperature change,°C,0.781,0.999,0.977,0.418,0.777,0.865,0.885,0.505,0.497,0.775
87,Guadeloupe,July,Temperature change,°C,1.068,0.309,0.75,0.512,0.701,0.906,0.98,0.955,0.659,1.056
87,Guadeloupe,August,Temperature change,°C,0.938,0.406,0.477,0.657,0.521,0.937,1.034,0.99,0.577,0.932
87,Guadeloupe,September,Temperature change,°C,0.764,0.454,0.882,0.868,0.552,1,0.721,0.865,0.685,1.125
87,Guadeloupe,October,Temperature change,°C,0.237,0.711,0.729,0.968,0.835,1.457,1.078,0.71,0.428,0.873
87,Guadeloupe,November,Temperature change,°C,0.244,0.493,1.007,0.695,0.807,0.741,0.478,1.216,0.576,1.024
87,Guadeloupe,December,Temperature change,°C,0.297,0.442,0.752,0.902,0.63,1.421,1.225,1.157,0.64,1.631
87,Guadeloupe,Dec–Jan–Feb,Temperature change,°C,1.05,0.532,0.383,0.712,0.878,0.988,1.233,0.86,0.842,0.621
87,Guadeloupe,Mar–Apr–May,Temperature change,°C,1.614,0.14,0.398,0.586,0.428,0.716,1.061,0.655,0.426,0.624
87,Guadeloupe,Jun–Jul–Aug,Temperature change,°C,0.929,0.571,0.735,0.529,0.666,0.903,0.966,0.817,0.578,0.921
87,Guadeloupe,Sep–Oct–Nov,Temperature change,°C,0.415,0.553,0.873,0.844,0.731,1.066,0.759,0.93,0.563,1.007
87,Guadeloupe,Meteorological year,Temperature change,°C,1.002,0.449,0.597,0.668,0.676,0.918,1.005,0.816,0.602,0.793
89,Guatemala,January,Temperature change,°C,0.316,1.431,1.046,1.46,-0.18,0.81,1.298,1.286,-0.061,1.03
89,Guatemala,February,Temperature change,°C,1.203,1.07,0.957,1.585,1.742,0.72,0.28,1.711,0.944,2.187
89,Guatemala,March,Temperature change,°C,0.538,0.251,0.092,0.175,1.552,0.866,1.997,0.59,1.348,1.101
89,Guatemala,April,Temperature change,°C,1.415,0.782,0.291,0.71,0.818,1.648,1.876,1.083,0.666,1.224
89,Guatemala,May,Temperature change,°C,0.796,1.285,0.604,0.95,0.155,0.133,2.059,1.155,0.912,1.567
89,Guatemala,June,Temperature change,°C,0.882,0.727,0.934,0.767,-0.001,0.961,1.013,0.732,0.859,1.791
89,Guatemala,July,Temperature change,°C,0.714,1.029,0.324,0.253,0.588,1.19,1.259,0.66,1.139,1.418
89,Guatemala,August,Temperature change,°C,0.754,1.276,0.966,-0.074,0.405,1.781,1.204,0.837,1.056,1.87
89,Guatemala,September,Temperature change,°C,0.478,0.959,1.091,0.058,0.737,1.477,1.016,1.326,1.247,1.531
89,Guatemala,October,Temperature change,°C,-0.298,-0.413,-0.175,1.134,0.551,1.45,0.703,0.372,0.903,1.59
89,Guatemala,November,Temperature change,°C,0.429,0.705,-0.664,0.141,0.103,2.064,0.873,0.386,1.201,1.537
89,Guatemala,December,Temperature change,°C,-0.696,0.74,1.268,0.699,0.695,2.81,2.036,0.948,1.108,1.904
89,Guatemala,Dec–Jan–Feb,Temperature change,°C,0.962,0.602,0.914,1.438,0.754,0.742,1.463,1.678,0.61,1.442
89,Guatemala,Mar–Apr–May,Temperature change,°C,0.916,0.773,0.329,0.612,0.842,0.882,1.977,0.943,0.975,1.297
89,Guatemala,Jun–Jul–Aug,Temperature change,°C,0.783,1.011,0.741,0.315,0.331,1.311,1.159,0.743,1.018,1.693
89,Guatemala,Sep–Oct–Nov,Temperature change,°C,0.203,0.417,0.084,0.444,0.464,1.664,0.864,0.695,1.117,1.553
89,Guatemala,Meteorological year,Temperature change,°C,0.716,0.701,0.517,0.702,0.598,1.15,1.366,1.015,0.93,1.496
90,Guinea,January,Temperature change,°C,1.334,0.846,0.466,0.38,1.299,0.532,0.753,1.444,0.929,1.144
90,Guinea,February,Temperature change,°C,2.318,0.311,0.286,1.154,0.534,0.985,0.499,1.593,0.8,1.239
90,Guinea,March,Temperature change,°C,1.958,1.226,1.508,1.807,0.412,0.774,2.172,1.915,1.504,1.12
90,Guinea,April,Temperature change,°C,1.834,1.195,0.936,1.646,1.611,1.101,1.782,1.716,1.102,1.76
90,Guinea,May,Temperature change,°C,1.645,1.121,0.58,1.545,0.636,1.77,1.616,1.249,1.393,2.138
90,Guinea,June,Temperature change,°C,1.206,1.206,0.866,1.637,1.375,1.935,1.599,1.713,1.454,2.36
90,Guinea,July,Temperature change,°C,1.22,1.511,0.356,1.06,1.822,1.734,1.31,1.567,1.368,1.499
90,Guinea,August,Temperature change,°C,1.087,1.354,0.625,0.962,1.058,1.739,1.542,1.429,1.393,1.384
90,Guinea,September,Temperature change,°C,0.789,1.199,0.204,0.979,1.033,1.833,1.502,1.991,0.877,1.385
90,Guinea,October,Temperature change,°C,1.176,0.928,1.234,0.793,1.304,1.474,1.86,2.164,1.624,1.345
90,Guinea,November,Temperature change,°C,1.33,1.354,0.786,0.782,1.089,0.804,1.777,1.663,1.758,1.648
90,Guinea,December,Temperature change,°C,1.482,0.173,1.077,0.914,1.046,-0.384,1.618,1.17,1.506,1.742
90,Guinea,Dec–Jan–Feb,Temperature change,°C,1.719,0.88,0.308,0.87,0.916,0.854,0.289,1.552,0.966,1.296
90,Guinea,Mar–Apr–May,Temperature change,°C,1.812,1.181,1.008,1.666,0.886,1.215,1.857,1.627,1.333,1.673
90,Guinea,Jun–Jul–Aug,Temperature change,°C,1.171,1.357,0.616,1.22,1.418,1.803,1.484,1.57,1.405,1.748
90,Guinea,Sep–Oct–Nov,Temperature change,°C,1.098,1.16,0.741,0.851,1.142,1.37,1.713,1.939,1.42,1.459
90,Guinea,Meteorological year,Temperature change,°C,1.45,1.145,0.668,1.152,1.091,1.31,1.336,1.672,1.281,1.544
175,Guinea-Bissau,January,Temperature change,°C,1.315,1.635,1.409,1.09,1.473,1.571,2.651,2.123,1.674,1.894
175,Guinea-Bissau,February,Temperature change,°C,2.383,0.889,0.986,1.519,1.405,1.785,1.658,2.014,0.543,1.832
175,Guinea-Bissau,March,Temperature change,°C,2.071,1.095,1.631,1.998,1.119,1.204,2.503,1.914,2.273,1.528
175,Guinea-Bissau,April,Temperature change,°C,2.142,1.743,1.609,1.019,1.918,1.03,1.908,2.557,1.706,2.002
175,Guinea-Bissau,May,Temperature change,°C,2.323,0.751,1.182,1.772,1.267,1.847,1.519,1.728,0.651,1.133
175,Guinea-Bissau,June,Temperature change,°C,1.885,1.186,1.586,2.081,2.35,2.214,2.059,2.134,1.625,2.207
175,Guinea-Bissau,July,Temperature change,°C,1.32,1.737,0.886,1.724,2.686,1.817,1.385,1.687,1.779,1.982
175,Guinea-Bissau,August,Temperature change,°C,0.992,1.352,0.901,1.047,1.38,1.751,2.118,1.568,1.617,1.711
175,Guinea-Bissau,September,Temperature change,°C,0.973,1.393,0.882,1.644,1.377,1.798,1.815,2.273,1.331,1.718
175,Guinea-Bissau,October,Temperature change,°C,1.479,1.693,1.669,1.633,2.134,1.779,2.452,2.649,1.963,1.924
175,Guinea-Bissau,November,Temperature change,°C,1.6,1.788,1.951,0.886,1.763,1.4,2.48,2.257,1.963,2.326
175,Guinea-Bissau,December,Temperature change,°C,2.472,0.217,1.635,1.724,2.092,1.577,2.581,1.66,2.353,2.298
175,Guinea-Bissau,Dec–Jan–Feb,Temperature change,°C,1.735,1.665,0.871,1.415,1.534,1.816,1.962,2.239,1.292,2.026
175,Guinea-Bissau,Mar–Apr–May,Temperature change,°C,2.179,1.196,1.474,1.596,1.435,1.36,1.977,2.066,1.543,1.554
175,Guinea-Bissau,Jun–Jul–Aug,Temperature change,°C,1.399,1.425,1.124,1.617,2.139,1.927,1.854,1.796,1.674,1.967
175,Guinea-Bissau,Sep–Oct–Nov,Temperature change,°C,1.351,1.625,1.501,1.388,1.758,1.659,2.249,2.393,1.752,1.989
175,Guinea-Bissau,Meteorological year,Temperature change,°C,1.666,1.478,1.242,1.504,1.717,1.69,2.01,2.123,1.565,1.884
91,Guyana,January,Temperature change,°C,0.464,0.87,1.361,1.837,1.255,1.446,2.629,1.153,0.479,1.088
91,Guyana,February,Temperature change,°C,1.841,0.877,0.301,0.89,1.449,1.289,2.029,0.298,0.581,0.416
91,Guyana,March,Temperature change,°C,2.005,0.321,0.506,1.406,2.149,0.962,1.919,0.944,0.059,0.902
91,Guyana,April,Temperature change,°C,1.268,1.024,0.434,1.288,1.198,1.682,1.039,1.522,0.327,1.665
91,Guyana,May,Temperature change,°C,1.022,0.713,0.669,0.563,1.305,1.203,1.889,1.119,0.54,1.042
91,Guyana,June,Temperature change,°C,1.336,0.602,0.72,0.913,1.135,1.814,1.45,1.004,1.098,1.4
91,Guyana,July,Temperature change,°C,1.443,1.116,1.024,1.045,1.35,1.424,2.045,1.441,1.631,0.621
91,Guyana,August,Temperature change,°C,1.1,1.165,1.055,0.758,1.507,1.932,1.67,1.608,1.253,1.4
91,Guyana,September,Temperature change,°C,1.271,1.06,1.246,1.039,1.518,2.137,1.72,1.579,1.38,0.89
91,Guyana,October,Temperature change,°C,1.236,0.833,1.486,0.889,1.359,2.267,1.625,1.143,0.997,0.486
91,Guyana,November,Temperature change,°C,1.253,0.808,1.497,0.453,1.129,1.929,1.678,-0.199,1.379,0.485
91,Guyana,December,Temperature change,°C,1.137,1.03,1.064,1.019,1.407,1.405,1.177,0.353,-0.102,1.391
91,Guyana,Dec–Jan–Feb,Temperature change,°C,1.266,0.961,0.897,1.264,1.241,1.381,2.021,0.876,0.471,0.467
91,Guyana,Mar–Apr–May,Temperature change,°C,1.432,0.686,0.536,1.086,1.551,1.282,1.616,1.195,0.309,1.203
91,Guyana,Jun–Jul–Aug,Temperature change,°C,1.293,0.961,0.933,0.905,1.331,1.723,1.722,1.351,1.327,1.14
91,Guyana,Sep–Oct–Nov,Temperature change,°C,1.253,0.9,1.41,0.794,1.335,2.111,1.674,0.841,1.252,0.62
91,Guyana,Meteorological year,Temperature change,°C,1.311,0.877,0.944,1.012,1.364,1.624,1.758,1.066,0.84,0.858
93,Haiti,January,Temperature change,°C,1.1,1.066,1.06,1.805,1.918,1.568,1.453,0.93,1.446,1.588
93,Haiti,February,Temperature change,°C,1.361,1.321,1.225,1.119,1.888,0.905,1.41,1.76,1.984,1.747
93,Haiti,March,Temperature change,°C,0.998,0.568,0.578,0.514,1.072,1.465,0.867,0.884,0.56,1.532
93,Haiti,April,Temperature change,°C,1.382,0.974,0.275,1.118,1.102,1.312,0.8,0.407,1.207,1.638
93,Haiti,May,Temperature change,°C,1.492,0.555,0.704,0.772,0.732,1.417,1.023,0.596,1.167,1.178
93,Haiti,June,Temperature change,°C,1.7,0.486,1.262,0.841,0.7,1.459,1.34,1.281,1.175,2.141
93,Haiti,July,Temperature change,°C,1.168,0.42,1.062,0.653,1.247,1.4,1.849,1.663,1.309,1.322
93,Haiti,August,Temperature change,°C,1.461,0.457,0.57,0.973,0.809,1.501,1.52,1.619,1.533,1.41
93,Haiti,September,Temperature change,°C,1.116,0.651,0.898,1.095,0.635,1.532,1.333,0.853,0.713,1.381
93,Haiti,October,Temperature change,°C,0.788,0.485,0.944,1.005,1.019,0.974,0.86,0.857,0.964,1.452
93,Haiti,November,Temperature change,°C,0.33,0.748,0.476,1.764,1.219,1.491,0.67,0.639,1.843,1.179
93,Haiti,December,Temperature change,°C,-0.937,0.966,1.317,2.101,1.238,2.069,2.076,1.594,1.496,2.186
93,Haiti,Dec–Jan–Feb,Temperature change,°C,1.351,0.483,1.084,1.414,1.969,1.237,1.644,1.589,1.675,1.61
93,Haiti,Mar–Apr–May,Temperature change,°C,1.291,0.699,0.519,0.801,0.969,1.398,0.897,0.629,0.978,1.449
93,Haiti,Jun–Jul–Aug,Temperature change,°C,1.443,0.454,0.965,0.822,0.919,1.453,1.57,1.521,1.339,1.624
93,Haiti,Sep–Oct–Nov,Temperature change,°C,0.745,0.628,0.773,1.288,0.958,1.332,0.954,0.783,1.173,1.337
93,Haiti,Meteorological year,Temperature change,°C,1.208,0.566,0.835,1.081,1.204,1.355,1.266,1.131,1.291,1.505
